"Monthly age-standardised mortality rates by vaccination status by age group by sex for all cause deaths and deaths involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"											
This worksheet contains 1 table.											
"Source: Source: Office for National Statistics, National Immunisation Management Service."											
Sex	Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Female	All causes	2021	October	80-89	"Third dose or booster, at least 21 days ago"	263	9840	2647.0		2327.0	2967.0
Female	All causes	2021	October	90+	Unvaccinated	208	856	24285.9		21097.2	27820.3
Female	All causes	2021	October	90+	"First dose, less than 21 days ago"	8	8	95803.2	u	41250.9	188782.1
Female	All causes	2021	October	90+	"First dose, at least 21 days ago"	114	206	55222.0		45550.3	66339.2
Female	All causes	2021	October	90+	"Second dose, less than 21 days ago"	7	23	30726.5	u	12309.8	63311.5
Female	All causes	2021	October	90+	"Second dose, at least 21 days ago"	4188	15457	27094.2		26279.8	27927.5
Female	All causes	2021	October	90+	"Third dose or booster, less than 21 days ago"	770	7662	10049.9		9352.5	10785.5
Female	All causes	2021	October	90+	"Third dose or booster, at least 21 days ago"	226	1944	11625.2		10158.8	13243.8
Female	All causes	2021	November	18-39	Unvaccinated	29	92273	33.7		22.5	48.4
Female	All causes	2021	November	18-39	"First dose, less than 21 days ago"	<3	2745	x		x	x
Female	All causes	2021	November	18-39	"First dose, at least 21 days ago"	16	25704	79.9	u	44.6	131.4
Female	All causes	2021	November	18-39	"Second dose, less than 21 days ago"	<3	6590	x		x	x
Female	All causes	2021	November	18-39	"Second dose, at least 21 days ago"	88	308266	28.5		22.8	35.1
Female	All causes	2021	November	18-39	"Third dose or booster, less than 21 days ago"	4	15075	29.5	u	7.3	77.2
Female	All causes	2021	November	18-39	"Third dose or booster, at least 21 days ago"	11	19384	49.2	u	23.9	89.1
Female	All causes	2021	November	40-49	Unvaccinated	54	26261	214.8		160.8	280.9
Female	All causes	2021	November	40-49	"First dose, less than 21 days ago"	<3	415	x		x	x
Female	All causes	2021	November	40-49	"First dose, at least 21 days ago"	14	5456	283.8	u	154.4	477.3
Female	All causes	2021	November	40-49	"Second dose, less than 21 days ago"	<3	968	x		x	x
Female	All causes	2021	November	40-49	"Second dose, at least 21 days ago"	186	169571	109.3		93.6	125.0
Female	All causes	2021	November	40-49	"Third dose or booster, less than 21 days ago"	17	15720	104.2	u	60.4	167.3
Female	All causes	2021	November	40-49	"Third dose or booster, at least 21 days ago"	24	18880	121.2		77.4	180.8
Female	All causes	2021	November	50-59	Unvaccinated	98	17777	556.3		451.6	677.9
Female	All causes	2021	November	50-59	"First dose, less than 21 days ago"	<3	212	x		x	x
Female	All causes	2021	November	50-59	"First dose, at least 21 days ago"	48	3400	1444.7		1064.0	1916.9
Female	All causes	2021	November	50-59	"Second dose, less than 21 days ago"	<3	498	x		x	x
Female	All causes	2021	November	50-59	"Second dose, at least 21 days ago"	603	179474	333.7		307.1	360.3
Female	All causes	2021	November	50-59	"Third dose or booster, less than 21 days ago"	46	36668	126.4		92.2	169.0
Female	All causes	2021	November	50-59	"Third dose or booster, at least 21 days ago"	96	35989	262.9		212.7	321.3
Female	All causes	2021	November	60-69	Unvaccinated	164	10449	1609.2		1360.8	1857.6
Female	All causes	2021	November	60-69	"First dose, less than 21 days ago"	3	89	3317.4	u	611.6	9870.5
Female	All causes	2021	November	60-69	"First dose, at least 21 days ago"	67	1673	4216.5		3253.8	5371.6
Female	All causes	2021	November	60-69	"Second dose, less than 21 days ago"	<3	201	x		x	x
Female	All causes	2021	November	60-69	"Second dose, at least 21 days ago"	1189	117721	1074.5		1012.5	1136.5
Female	All causes	2021	November	60-69	"Third dose or booster, less than 21 days ago"	170	59485	269.0		227.6	310.4
Female	All causes	2021	November	60-69	"Third dose or booster, at least 21 days ago"	210	34491	601.8		520.2	683.3
Female	All causes	2021	November	70-79	Unvaccinated	203	5220	4053.2		3492.3	4614.2
Female	All causes	2021	November	70-79	"First dose, less than 21 days ago"	<3	33	x		x	x
Female	All causes	2021	November	70-79	"First dose, at least 21 days ago"	84	829	10252.5		8175.7	12695.7
Female	All causes	2021	November	70-79	"Second dose, less than 21 days ago"	<3	77	x		x	x
Female	All causes	2021	November	70-79	"Second dose, at least 21 days ago"	2405	44496	5780.7		5546.6	6014.7
Female	All causes	2021	November	70-79	"Third dose or booster, less than 21 days ago"	499	65201	792.7		722.8	862.6
Female	All causes	2021	November	70-79	"Third dose or booster, at least 21 days ago"	839	71686	1109.2		1032.8	1185.7
Female	All causes	2021	November	80-89	Unvaccinated	287	2476	11322.4		10008.5	12636.2
Female	All causes	2021	November	80-89	"First dose, less than 21 days ago"	6	18	30976.7	u	11206.8	67722.7
Female	All causes	2021	November	80-89	"First dose, at least 21 days ago"	106	460	22288.6		17996.0	26581.3
Female	All causes	2021	November	80-89	"Second dose, less than 21 days ago"	4	46	9325.7	u	2476.1	24016.5
Female	All causes	2021	November	80-89	"Second dose, at least 21 days ago"	3382	16832	19594.2		18927.5	20260.8
Female	All causes	2021	November	80-89	"Third dose or booster, less than 21 days ago"	802	19043	4143.6		3856.6	4430.6
Female	All causes	2021	November	80-89	"Third dose or booster, at least 21 days ago"	2288	57725	3920.6		3759.8	4081.3
Female	All causes	2021	November	90+	Unvaccinated	195	811	24052.6		20794.7	27675.9
Female	All causes	2021	November	90+	"First dose, less than 21 days ago"	5	7	67439.0	u	21733.0	157379.8
Female	All causes	2021	November	90+	"First dose, at least 21 days ago"	80	176	45377.6		35980.2	56477.3
Female	All causes	2021	November	90+	"Second dose, less than 21 days ago"	6	19	31401.3	u	11466.4	68349.7
Female	All causes	2021	November	90+	"Second dose, at least 21 days ago"	2423	6197	39099.5		37558.0	40688.1
Female	All causes	2021	November	90+	"Third dose or booster, less than 21 days ago"	797	5159	15449.6		14395.5	16560.5
Female	All causes	2021	November	90+	"Third dose or booster, at least 21 days ago"	2077	12947	16042.1		15359.5	16747.2
Female	All causes	2021	December	18-39	Unvaccinated	52	90784	60.6		45.2	79.6
Female	All causes	2021	December	18-39	"First dose, less than 21 days ago"	<3	3381	x		x	x
Female	All causes	2021	December	18-39	"First dose, at least 21 days ago"	10	22269	52.6	u	24.2	98.3
Female	All causes	2021	December	18-39	"Second dose, less than 21 days ago"	<3	6193	x		x	x
Female	All causes	2021	December	18-39	"Second dose, at least 21 days ago"	54	249249	22.6		17.0	29.5
Female	All causes	2021	December	18-39	"Third dose or booster, less than 21 days ago"	10	69006	13.5	u	6.3	25.0
Female	All causes	2021	December	18-39	"Third dose or booster, at least 21 days ago"	26	44482	47.7		31.0	70.0
Female	All causes	2021	December	40-49	Unvaccinated	47	26543	189.7		138.9	252.8
Female	All causes	2021	December	40-49	"First dose, less than 21 days ago"	<3	501	x		x	x
Female	All causes	2021	December	40-49	"First dose, at least 21 days ago"	19	4934	408.7	u	244.6	640.4
Female	All causes	2021	December	40-49	"Second dose, less than 21 days ago"	<3	946	x		x	x
Female	All causes	2021	December	40-49	"Second dose, at least 21 days ago"	135	102631	132.8		110.4	155.2
Female	All causes	2021	December	40-49	"Third dose or booster, less than 21 days ago"	29	61279	46.3		31.0	66.4
Female	All causes	2021	December	40-49	"Third dose or booster, at least 21 days ago"	64	48136	129.3		99.3	165.4
Female	All causes	2021	December	50-59	Unvaccinated	127	18046	709.4		586.0	832.9
Female	All causes	2021	December	50-59	"First dose, less than 21 days ago"	<3	262	x		x	x
Female	All causes	2021	December	50-59	"First dose, at least 21 days ago"	35	3168	1122.5		780.8	1562.5
Female	All causes	2021	December	50-59	"Second dose, less than 21 days ago"	<3	468	x		x	x
Female	All causes	2021	December	50-59	"Second dose, at least 21 days ago"	467	73302	647.3		588.5	706.1
Female	All causes	2021	December	50-59	"Third dose or booster, less than 21 days ago"	87	82624	103.5		82.9	127.7
Female	All causes	2021	December	50-59	"Third dose or booster, at least 21 days ago"	231	105295	213.2		185.5	240.9
Female	All causes	2021	December	60-69	Unvaccinated	176	10694	1711.5		1456.6	1966.4
Female	All causes	2021	December	60-69	"First dose, less than 21 days ago"	<3	102	x		x	x
Female	All causes	2021	December	60-69	"First dose, at least 21 days ago"	66	1586	4466.1		3439.9	5699.0
Female	All causes	2021	December	60-69	"Second dose, less than 21 days ago"	3	200	1242.5	u	256.2	3631.2
Female	All causes	2021	December	60-69	"Second dose, at least 21 days ago"	817	32393	2882.2		2677.7	3086.7
Female	All causes	2021	December	60-69	"Third dose or booster, less than 21 days ago"	180	55389	352.9		300.1	405.7
Female	All causes	2021	December	60-69	"Third dose or booster, at least 21 days ago"	665	131605	491.4		453.8	529.0
Female	All causes	2021	December	70-79	Unvaccinated	212	5351	4067.0		3516.1	4617.9
Female	All causes	2021	December	70-79	"First dose, less than 21 days ago"	3	39	7522.2	u	1538.7	22013.4
Female	All causes	2021	December	70-79	"First dose, at least 21 days ago"	80	785	10279.1		8149.1	12795.1
Female	All causes	2021	December	70-79	"Second dose, less than 21 days ago"	3	84	3718.0	u	759.2	10883.8
Female	All causes	2021	December	70-79	"Second dose, at least 21 days ago"	1496	11749	13010.4		12349.5	13671.3
Female	All causes	2021	December	70-79	"Third dose or booster, less than 21 days ago"	352	17058	2246.7		2008.5	2484.8
Female	All causes	2021	December	70-79	"Third dose or booster, at least 21 days ago"	2252	158851	1402.7		1344.7	1460.7
Female	All causes	2021	December	80-89	Unvaccinated	338	2514	13194.6		11784.0	14605.2
Female	All causes	2021	December	80-89	"First dose, less than 21 days ago"	3	22	14400.7	u	2872.3	42320.8
Female	All causes	2021	December	80-89	"First dose, at least 21 days ago"	101	424	23477.2		18849.7	28104.8
Female	All causes	2021	December	80-89	"Second dose, less than 21 days ago"	3	51	4826.2	u	995.3	14104.3
Female	All causes	2021	December	80-89	"Second dose, at least 21 days ago"	2018	6564	29995.1		28668.9	31321.3
Female	All causes	2021	December	80-89	"Third dose or booster, less than 21 days ago"	520	6101	8243.9		7528.2	8959.6
Female	All causes	2021	December	80-89	"Third dose or booster, at least 21 days ago"	4519	84126	5296.7		5142.1	5451.2
Female	All causes	2021	December	90+	Unvaccinated	240	820	29252.7		25668.3	33197.4
Female	All causes	2021	December	90+	"First dose, less than 21 days ago"	<3	8	x		x	x
Female	All causes	2021	December	90+	"First dose, at least 21 days ago"	81	159	50807.6		40347.0	63150.2
Female	All causes	2021	December	90+	"Second dose, less than 21 days ago"	7	21	32969.0	u	13208.2	67932.3
Female	All causes	2021	December	90+	"Second dose, at least 21 days ago"	1490	2531	58862.0		55910.7	61928.5
Female	All causes	2021	December	90+	"Third dose or booster, less than 21 days ago"	464	2320	20001.2		18222.4	21906.7
Female	All causes	2021	December	90+	"Third dose or booster, at least 21 days ago"	4068	20230	20109.0		19495.7	20736.6
Female	All causes	2022	January	18-39	Unvaccinated	27	85920	33.0		21.7	48.0
Female	All causes	2022	January	18-39	"First dose, less than 21 days ago"	<3	3292	x		x	x
Female	All causes	2022	January	18-39	"First dose, at least 21 days ago"	5	20324	32.0	u	10.0	75.5
Female	All causes	2022	January	18-39	"Second dose, less than 21 days ago"	<3	4531	x		x	x
Female	All causes	2022	January	18-39	"Second dose, at least 21 days ago"	55	142406	43.5		32.7	56.8
Female	All causes	2022	January	18-39	"Third dose or booster, less than 21 days ago"	6	65030	9.4	u	3.4	20.4
Female	All causes	2022	January	18-39	"Third dose or booster, at least 21 days ago"	40	163473	22.7		16.1	31.0
Female	All causes	2022	January	40-49	Unvaccinated	45	25934	180.4		131.1	242.1
Female	All causes	2022	January	40-49	"First dose, less than 21 days ago"	<3	484	x		x	x
Female	All causes	2022	January	40-49	"First dose, at least 21 days ago"	16	4526	355.0	u	201.1	579.0
Female	All causes	2022	January	40-49	"Second dose, less than 21 days ago"	<3	743	x		x	x
Female	All causes	2022	January	40-49	"Second dose, at least 21 days ago"	94	44783	216.5		174.8	265.1
Female	All causes	2022	January	40-49	"Third dose or booster, less than 21 days ago"	5	28083	17.9	u	5.8	41.7
Female	All causes	2022	January	40-49	"Third dose or booster, at least 21 days ago"	131	140183	91.4		75.7	107.1
Female	All causes	2022	January	50-59	Unvaccinated	90	17701	511.7		411.5	629.1
Female	All causes	2022	January	50-59	"First dose, less than 21 days ago"	<3	263	x		x	x
Female	All causes	2022	January	50-59	"First dose, at least 21 days ago"	24	2977	827.9		529.7	1232.8
Female	All causes	2022	January	50-59	"Second dose, less than 21 days ago"	<3	384	x		x	x
Female	All causes	2022	January	50-59	"Second dose, at least 21 days ago"	268	30512	893.4		786.1	1000.7
Female	All causes	2022	January	50-59	"Third dose or booster, less than 21 days ago"	33	17393	194.9		134.0	273.9
Female	All causes	2022	January	50-59	"Third dose or booster, at least 21 days ago"	423	213836	195.0		176.3	213.6
Female	All causes	2022	January	60-69	Unvaccinated	129	10597	1233.3		1018.8	1447.9
Female	All causes	2022	January	60-69	"First dose, less than 21 days ago"	<3	95	x		x	x
Female	All causes	2022	January	60-69	"First dose, at least 21 days ago"	51	1495	3575.7		2649.4	4717.4
Female	All causes	2022	January	60-69	"Second dose, less than 21 days ago"	4	157	2399.3	u	607.2	6243.1
Female	All causes	2022	January	60-69	"Second dose, at least 21 days ago"	465	14194	3513.8		3187.8	3839.8
Female	All causes	2022	January	60-69	"Third dose or booster, less than 21 days ago"	51	7108	888.5		653.7	1177.9
Female	All causes	2022	January	60-69	"Third dose or booster, at least 21 days ago"	1062	198753	534.9		502.7	567.1
Female	All causes	2022	January	70-79	Unvaccinated	221	5315	4298.2		3728.2	4868.1
Female	All causes	2022	January	70-79	"First dose, less than 21 days ago"	<3	31	x		x	x
Female	All causes	2022	January	70-79	"First dose, at least 21 days ago"	74	738	10151.7		7970.5	12745.5
Female	All causes	2022	January	70-79	"Second dose, less than 21 days ago"	4	64	6839.0	u	1834.2	17573.1
Female	All causes	2022	January	70-79	"Second dose, at least 21 days ago"	809	6383	12866.5		11978.5	13754.5
Female	All causes	2022	January	70-79	"Third dose or booster, less than 21 days ago"	98	2322	4337.8		3520.1	5288.3
Female	All causes	2022	January	70-79	"Third dose or booster, at least 21 days ago"	2891	179216	1603.9		1545.4	1662.3
Female	All causes	2022	January	80-89	Unvaccinated	281	2473	11274.5		9952.4	12596.7
Female	All causes	2022	January	80-89	"First dose, less than 21 days ago"	4	18	22234.5	u	5980.6	57095.7
Female	All causes	2022	January	80-89	"First dose, at least 21 days ago"	91	395	21587.4		17339.6	26552.8
Female	All causes	2022	January	80-89	"Second dose, less than 21 days ago"	6	33	17720.2	u	6378.8	38800.2
Female	All causes	2022	January	80-89	"Second dose, at least 21 days ago"	1090	3672	28976.9		27238.9	30715.0
Female	All causes	2022	January	80-89	"Third dose or booster, less than 21 days ago"	171	1311	12812.4		10858.3	14766.6
Female	All causes	2022	January	80-89	"Third dose or booster, at least 21 days ago"	5565	91940	5958.7		5801.9	6115.4
Female	All causes	2022	January	90+	Unvaccinated	274	802	34185.5		30257.0	38482.5
Female	All causes	2022	January	90+	"First dose, less than 21 days ago"	4	7	59584.0	u	16029.9	152548.1
Female	All causes	2022	January	90+	"First dose, at least 21 days ago"	73	146	50065.2		39241.4	62950.6
Female	All causes	2022	January	90+	"Second dose, less than 21 days ago"	4	13	30367.9	u	8169.9	77748.5
Female	All causes	2022	January	90+	"Second dose, at least 21 days ago"	824	1298	63483.7		59222.4	67970.5
Female	All causes	2022	January	90+	"Third dose or booster, less than 21 days ago"	128	554	23122.0		19289.8	27492.4
Female	All causes	2022	January	90+	"Third dose or booster, at least 21 days ago"	4881	23229	21013.0		20427.5	21610.9
Female	All causes	2022	February	18-39	Unvaccinated	16	74938	21.8	u	12.4	35.4
Female	All causes	2022	February	18-39	"First dose, less than 21 days ago"	<3	1618	x		x	x
Female	All causes	2022	February	18-39	"First dose, at least 21 days ago"	7	18695	43.9	u	17.1	91.4
Female	All causes	2022	February	18-39	"Second dose, less than 21 days ago"	<3	2615	x		x	x
Female	All causes	2022	February	18-39	"Second dose, at least 21 days ago"	27	115144	26.7		17.5	38.9
Female	All causes	2022	February	18-39	"Third dose or booster, less than 21 days ago"	<3	10200	x		x	x
Female	All causes	2022	February	18-39	"Third dose or booster, at least 21 days ago"	50	214530	22.2		16.4	29.3
Female	All causes	2022	February	40-49	Unvaccinated	21	23123	98.9		60.9	151.7
Female	All causes	2022	February	40-49	"First dose, less than 21 days ago"	<3	232	x		x	x
Female	All causes	2022	February	40-49	"First dose, at least 21 days ago"	13	4096	321.2	u	169.2	552.0
Female	All causes	2022	February	40-49	"Second dose, less than 21 days ago"	<3	395	x		x	x
Female	All causes	2022	February	40-49	"Second dose, at least 21 days ago"	50	35183	144.1		106.8	190.2
Female	All causes	2022	February	40-49	"Third dose or booster, less than 21 days ago"	3	2993	93.9	u	19.4	274.3
Female	All causes	2022	February	40-49	"Third dose or booster, at least 21 days ago"	132	154826	84.9		70.4	99.4
Female	All causes	2022	February	50-59	Unvaccinated	82	15799	522.0		415.1	647.9
Female	All causes	2022	February	50-59	"First dose, less than 21 days ago"	<3	129	x		x	x
Female	All causes	2022	February	50-59	"First dose, at least 21 days ago"	16	2693	593.5	u	338.6	964.8
Female	All causes	2022	February	50-59	"Second dose, less than 21 days ago"	<3	219	x		x	x
Female	All causes	2022	February	50-59	"Second dose, at least 21 days ago"	170	24305	719.2		610.8	827.6
Female	All causes	2022	February	50-59	"Third dose or booster, less than 21 days ago"	4	1893	224.1	u	60.6	574.8
Female	All causes	2022	February	50-59	"Third dose or booster, at least 21 days ago"	473	210534	220.8		200.9	240.8
Female	All causes	2022	February	60-69	Unvaccinated	112	9534	1211.1		985.1	1437.1
Female	All causes	2022	February	60-69	"First dose, less than 21 days ago"	<3	48	x		x	x
Female	All causes	2022	February	60-69	"First dose, at least 21 days ago"	33	1343	2678.3		1832.8	3775.4
Female	All causes	2022	February	60-69	"Second dose, less than 21 days ago"	<3	89	x		x	x
Female	All causes	2022	February	60-69	"Second dose, at least 21 days ago"	283	11413	2658.1		2342.1	2974.1
Female	All causes	2022	February	60-69	"Third dose or booster, less than 21 days ago"	12	833	1594.6	u	805.8	2813.5
Female	All causes	2022	February	60-69	"Third dose or booster, at least 21 days ago"	1029	187029	552.8		519.0	586.6
Female	All causes	2022	February	70-79	Unvaccinated	151	4794	3236.6		2717.6	3755.6
Female	All causes	2022	February	70-79	"First dose, less than 21 days ago"	<3	14	x		x	x
Female	All causes	2022	February	70-79	"First dose, at least 21 days ago"	45	648	7008.9		5111.5	9379.6
Female	All causes	2022	February	70-79	"Second dose, less than 21 days ago"	<3	36	x		x	x
Female	All causes	2022	February	70-79	"Second dose, at least 21 days ago"	399	5133	7868.9		7095.4	8642.4
Female	All causes	2022	February	70-79	"Third dose or booster, less than 21 days ago"	17	362	4726.4	u	2752.8	7568.2
Female	All causes	2022	February	70-79	"Third dose or booster, at least 21 days ago"	2878	164515	1735.7		1672.3	1799.1
Female	All causes	2022	February	80-89	Unvaccinated	215	2215	9507.4		8232.8	10781.9
Female	All causes	2022	February	80-89	"First dose, less than 21 days ago"	<3	7	x		x	x
Female	All causes	2022	February	80-89	"First dose, at least 21 days ago"	69	347	19790.3		15357.9	25093.8
Female	All causes	2022	February	80-89	"Second dose, less than 21 days ago"	<3	18	x		x	x
Female	All causes	2022	February	80-89	"Second dose, at least 21 days ago"	619	2866	21140.5		19460.2	22820.8
Female	All causes	2022	February	80-89	"Third dose or booster, less than 21 days ago"	36	235	15180.5		10545.2	21128.0
Female	All causes	2022	February	80-89	"Third dose or booster, at least 21 days ago"	5341	84571	6207.8		6041.1	6374.5
Female	All causes	2022	February	90+	Unvaccinated	180	712	25282.6		21723.6	29258.1
Female	All causes	2022	February	90+	"First dose, less than 21 days ago"	4	3	137700.2	u	37045.5	352542.8
Female	All causes	2022	February	90+	"First dose, at least 21 days ago"	49	127	38710.2		28635.5	51178.2
Female	All causes	2022	February	90+	"Second dose, less than 21 days ago"	4	7	59342.0	u	15964.8	151928.5
Female	All causes	2022	February	90+	"Second dose, at least 21 days ago"	419	968	43276.2		39231.0	47625.2
Female	All causes	2022	February	90+	"Third dose or booster, less than 21 days ago"	31	103	30088.1		20439.5	42709.3
Female	All causes	2022	February	90+	"Third dose or booster, at least 21 days ago"	4492	21618	20779.3		20176.0	21396.0
Female	All causes	2022	March	18-39	Unvaccinated	22	81850	28.4		17.7	43.0
Female	All causes	2022	March	18-39	"First dose, less than 21 days ago"	<3	728	x		x	x
Female	All causes	2022	March	18-39	"First dose, at least 21 days ago"	13	20172	74.1	u	38.5	128.1
Female	All causes	2022	March	18-39	"Second dose, less than 21 days ago"	<3	2086	x		x	x
Female	All causes	2022	March	18-39	"Second dose, at least 21 days ago"	23	123430	21.1		13.3	31.7
Female	All causes	2022	March	18-39	"Third dose or booster, less than 21 days ago"	<3	5440	x		x	x
Female	All causes	2022	March	18-39	"Third dose or booster, at least 21 days ago"	69	250595	26.3		20.5	33.4
Female	All causes	2022	March	40-49	Unvaccinated	31	25562	129.6		87.7	184.6
Female	All causes	2022	March	40-49	"First dose, less than 21 days ago"	<3	83	x		x	x
Female	All causes	2022	March	40-49	"First dose, at least 21 days ago"	11	4432	264.7	u	130.8	475.7
Female	All causes	2022	March	40-49	"Second dose, less than 21 days ago"	<3	302	x		x	x
Female	All causes	2022	March	40-49	"Second dose, at least 21 days ago"	52	37499	145.2		108.3	190.6
Female	All causes	2022	March	40-49	"Third dose or booster, less than 21 days ago"	<3	1381	x		x	x
Female	All causes	2022	March	40-49	"Third dose or booster, at least 21 days ago"	137	174958	77.0		64.1	89.9
Female	All causes	2022	March	50-59	Unvaccinated	55	17465	315.2		237.5	410.4
Female	All causes	2022	March	50-59	"First dose, less than 21 days ago"	<3	40	x		x	x
Female	All causes	2022	March	50-59	"First dose, at least 21 days ago"	24	2921	833.2		533.1	1240.7
Female	All causes	2022	March	50-59	"Second dose, less than 21 days ago"	<3	168	x		x	x
Female	All causes	2022	March	50-59	"Second dose, at least 21 days ago"	132	25964	514.2		426.3	602.2
Female	All causes	2022	March	50-59	"Third dose or booster, less than 21 days ago"	<3	890	x		x	x
Female	All causes	2022	March	50-59	"Third dose or booster, at least 21 days ago"	525	235416	219.8		201.0	238.7
Female	All causes	2022	March	60-69	Unvaccinated	86	10568	841.3		671.6	1040.5
Female	All causes	2022	March	60-69	"First dose, less than 21 days ago"	<3	18	x		x	x
Female	All causes	2022	March	60-69	"First dose, at least 21 days ago"	25	1462	1793.9		1150.9	2661.7
Female	All causes	2022	March	60-69	"Second dose, less than 21 days ago"	<3	68	x		x	x
Female	All causes	2022	March	60-69	"Second dose, at least 21 days ago"	223	12243	1983.1		1717.8	2248.5
Female	All causes	2022	March	60-69	"Third dose or booster, less than 21 days ago"	4	387	1095.4	u	279.7	2844.9
Female	All causes	2022	March	60-69	"Third dose or booster, at least 21 days ago"	1229	208470	592.7		559.6	625.9
Female	All causes	2022	March	70-79	Unvaccinated	169	5321	3301.1		2801.1	3801.2
Female	All causes	2022	March	70-79	"First dose, less than 21 days ago"	<3	6	x		x	x
Female	All causes	2022	March	70-79	"First dose, at least 21 days ago"	21	700	3008.9		1862.0	4600.2
Female	All causes	2022	March	70-79	"Second dose, less than 21 days ago"	<3	26	x		x	x
Female	All causes	2022	March	70-79	"Second dose, at least 21 days ago"	374	5433	6996.8		6286.4	7707.2
Female	All causes	2022	March	70-79	"Third dose or booster, less than 21 days ago"	12	204	5916.3	u	3056.1	10336.0
Female	All causes	2022	March	70-79	"Third dose or booster, at least 21 days ago"	3276	182921	1773.7		1712.9	1834.4
Female	All causes	2022	March	80-89	Unvaccinated	213	2440	8531.9		7382.9	9681.0
Female	All causes	2022	March	80-89	"First dose, less than 21 days ago"	<3	5	x		x	x
Female	All causes	2022	March	80-89	"First dose, at least 21 days ago"	64	370	17186.1		13199.2	21989.9
Female	All causes	2022	March	80-89	"Second dose, less than 21 days ago"	<3	15	x		x	x
Female	All causes	2022	March	80-89	"Second dose, at least 21 days ago"	529	2984	17417.0		15920.6	18913.4
Female	All causes	2022	March	80-89	"Third dose or booster, less than 21 days ago"	11	126	8252.8	u	4066.2	14851.0
Female	All causes	2022	March	80-89	"Third dose or booster, at least 21 days ago"	5858	94042	6127.1		5970.0	6284.2
Female	All causes	2022	March	90+	Unvaccinated	167	785	21283.5		18177.6	24767.7
Female	All causes	2022	March	90+	"First dose, less than 21 days ago"	<3	1	x		x	x
Female	All causes	2022	March	90+	"First dose, at least 21 days ago"	53	135	39319.7		29450.9	51432.3
Female	All causes	2022	March	90+	"Second dose, less than 21 days ago"	<3	5	x		x	x
Female	All causes	2022	March	90+	"Second dose, at least 21 days ago"	396	991	39950.2		36111.7	44085.6
Female	All causes	2022	March	90+	"Third dose or booster, less than 21 days ago"	13	49	26785.4	u	14248.1	45807.0
Female	All causes	2022	March	90+	"Third dose or booster, at least 21 days ago"	4873	24129	20195.4		19632.3	20770.6
Female	All causes	2022	April	18-39	Unvaccinated	12	78563	15.0	u	7.7	26.3
Female	All causes	2022	April	18-39	"First dose, less than 21 days ago"	<3	444	x		x	x
Female	All causes	2022	April	18-39	"First dose, at least 21 days ago"	6	18446	33.8	u	11.5	75.1
Female	All causes	2022	April	18-39	"Second dose, less than 21 days ago"	<3	1437	x		x	x
Female	All causes	2022	April	18-39	"Second dose, at least 21 days ago"	29	116848	26.7		17.8	38.3
Female	All causes	2022	April	18-39	"Third dose or booster, less than 21 days ago"	<3	3884	x		x	x
Female	All causes	2022	April	18-39	"Third dose or booster, at least 21 days ago"	65	248621	25.4		19.5	32.3
Female	All causes	2022	April	40-49	Unvaccinated	19	24778	80.5	u	48.1	126.1
Female	All causes	2022	April	40-49	"First dose, less than 21 days ago"	<3	50	x		x	x
Female	All causes	2022	April	40-49	"First dose, at least 21 days ago"	5	4115	120.6	u	38.2	283.5
Female	All causes	2022	April	40-49	"Second dose, less than 21 days ago"	<3	184	x		x	x
Female	All causes	2022	April	40-49	"Second dose, at least 21 days ago"	46	35425	131.3		96.0	175.4
Female	All causes	2022	April	40-49	"Third dose or booster, less than 21 days ago"	<3	900	x		x	x
Female	All causes	2022	April	40-49	"Third dose or booster, at least 21 days ago"	143	170599	82.5		68.9	96.0
Female	All causes	2022	April	50-59	Unvaccinated	58	16902	346.3		263.0	447.7
Female	All causes	2022	April	50-59	"First dose, less than 21 days ago"	<3	26	x		x	x
Female	All causes	2022	April	50-59	"First dose, at least 21 days ago"	20	2718	746.7		455.4	1154.3
Female	All causes	2022	April	50-59	"Second dose, less than 21 days ago"	<3	106	x		x	x
Female	All causes	2022	April	50-59	"Second dose, at least 21 days ago"	119	24534	495.2		406.0	584.4
Female	All causes	2022	April	50-59	"Third dose or booster, less than 21 days ago"	3	601	546.0	u	112.6	1595.5
Female	All causes	2022	April	50-59	"Third dose or booster, at least 21 days ago"	549	228666	236.1		216.3	255.8
Female	All causes	2022	April	60-69	Unvaccinated	92	10266	943.5		759.3	1158.6
Female	All causes	2022	April	60-69	"First dose, less than 21 days ago"	<3	10	x		x	x
Female	All causes	2022	April	60-69	"First dose, at least 21 days ago"	23	1378	1774.2		1115.5	2674.7
Female	All causes	2022	April	60-69	"Second dose, less than 21 days ago"	<3	42	x		x	x
Female	All causes	2022	April	60-69	"Second dose, at least 21 days ago"	207	11646	1871.6		1611.2	2131.9
Female	All causes	2022	April	60-69	"Third dose or booster, less than 21 days ago"	4	254	1870.8	u	488.2	4836.1
Female	All causes	2022	April	60-69	"Third dose or booster, at least 21 days ago"	1193	202608	592.2		558.6	625.8
Female	All causes	2022	April	70-79	Unvaccinated	135	5165	2696.0		2239.1	3152.9
Female	All causes	2022	April	70-79	"First dose, less than 21 days ago"	<3	6	x		x	x
Female	All causes	2022	April	70-79	"First dose, at least 21 days ago"	41	660	6280.1		4505.9	8520.7
